,category,text,labels
25523,travel,住宿/福隆貝悅酒店頂級Villa度假氛圍,5
25524,edu,>客語認證揭榜明年擬辦幼幼班,0
25525,politics,美牛政策,2
25526,politics,監視器有「法」管,2
25527,politics,中華民國空軍和飛虎隊淵源,2
25528,edu,"宿舍斷網險發生暴動大學生情緒管理待加強宿舍斷網險發生暴動,大學生情緒管理待加強",0
25529,tech,廣達只成長11%,4
25530,health,桃公費流感疫苗,1
25531,edu,5歲兒上學,0
25532,tech,中州科大3年省電50萬度,4
25533,tech,Google+大改版,4
25534,tech,就怕不夠力,4
25535,edu,《大學學測》1人染諾羅病毒,0
25536,tech,群益愛地球參與綠色藝術市集,4
25537,travel,溪頭》順遊/紫南宮求發財金人氣旺,5
25538,tech,鏡頭晃畫面暗,4
25539,travel,台東/「天使的眼淚」嘉明湖重新開放,5
25540,health,腸胃失調,1
25541,tech,iPhone聰明新玩法來養電子狗,4
25542,edu,頂尖生拚台大醫,0
25543,tech,北韓也有太空夢,4
25544,sports,星高球賽失利妮妮:繼續加油,3
25545,travel,梨山》兩側鳥聲啼不住遊客健步山林間,5
25546,health,提升急救成功率,1
25547,edu,繁星併推薦,0
25548,sports,NBA/隊友:沒錯,3
25549,health,咖啡因含量各不同,1
25550,edu,封殺爭議,0
25551,tech,"南韓國防部官員:北韓發射火箭正查證是否成功南韓國防部和美國官員表示,北韓今天",4
25552,tech,HTC營收看漲,4
25553,tech,清晰散熱技術再升級,4
25554,tech,居家服務的機器人:宅機器人與WALBOT,4
25555,politics,蔡英文:政府應對食品安全負責,2
25556,travel,苗栗》公館大湖採草莓泡個湯更優閒大湖草莓季,5
25557,politics,社會大小聲-江案求償司改會批國防部脫靶,2
25558,politics,堅持民主人權,2
25559,health,燕麥飲料過量,1
25560,sports,龐維德:歐盟依科學禁瘦肉精,3
25561,health,多吃就胖!基因惹的禍,1
25562,edu,恩師求情/作弊險退學,0
25563,politics,小英的故事還沒畫下句點,2
25564,sports,宜中國樂社,3
25565,tech,年初至今,4
25566,sports,相隔4年多SBL前進台中,3
25567,sports,"下班碎碎念/昨晚柯震東,今天阿基師",3
25568,travel,大溪地奢華團備好40萬元上路,5
25569,edu,5年5百億制度有問題教部遭糾正,0
25570,tech,聯想推出低價7吋平板電腦Idea,4
25571,sports,運產補助選手擬以奧運為標準,3
25572,travel,苗栗》粉紅驛站/明湖水漾泡個清香美人湯,5
25573,health,影音/陽光加油站危安?,1
25574,edu,來同學會的越來越少...,0
25575,sports,陳,3
25576,health,香港航空首航空姐秀詠春拳,1
25577,travel,越確認第3起禽流感疫情升溫,5
25578,health,研究:男人毛毛胸8成女不愛,1
25579,edu,學測出包,0
25580,politics,教長:三限六不影響陸生意願,2
25581,sports,Wangderful建仔迎接美好新球季,3
25582,tech,日經:索尼全球將裁1萬人日本經濟新聞,4
25583,travel,臺灣國際蘭展與設計結合新風貌登場「臺灣國際蘭展」今,5
25584,edu,國中教甄,0
25585,politics,反建納骨塔,2
25586,edu,泳起來拍馬/維護費龐大,0
25587,travel,台東》卑南原鄉體驗多元人文自然風情,5
25588,sports,獅先發投1休4,3
25589,sports,馬拉松路坎坷蔣介文享受過程,3
25590,sports,企業排球聯賽挑戰賽》台電苦戰五局險勝美津濃奪冠,3
25591,politics,胡志強探視張泰山,2
25592,edu,北縣教師會批:拿國民教育開玩笑,0
25593,politics,齊一學費再轉彎,2
25594,tech,想自立門戶就要站穩腳步!Zynga,4
25595,tech,首座山椒魚中心李鴻源剪綵,4
25596,travel,超大牛排/瘋牛排洋食館挑戰大胃極限,5
25597,sports,關懷罕病第三個願望走透透,3
25598,politics,接駐美代表,2
25599,edu,綠島新生之家,0
25600,sports,南韓美少女,3
25601,sports,尼克5連敗,3
25602,travel,基隆》八斗子嘗海鮮偷閒冬日遊,5
25603,sports,奧運/防瘦肉精誤事,3
25604,politics,劉憶如:奢侈稅考慮分區課徵,2
25605,travel,聯航4/11恢復直飛舊金山,5
25606,tech,《晴空物語》丸子三兄弟強勢來襲,4
25607,travel,狗狗當家》南投VillaRelax/大白熊犬愛撒嬌,5
25608,sports,呂文生被虧,3
25609,tech,"愛瘋補貼降陸商低價搶市美國電信業者欲減少手機補貼,中國大陸次大電話設備製造商中興通訊",4
25610,politics,311辦素食千人宴,2
25611,sports,現身哈佛看球搶盡學弟丰采,3
25612,politics,運彩玩不下去?,2
25613,edu,兒童節作業,0
25614,sports,埃及足球暴動75人面臨審判,3
25615,edu,陸金牌出路佳台頂多當立委,0
25616,tech,全球首見!,4
25617,politics,鳳山總部成立,2
25618,health,自閉症患者增,1
25619,health,養刺蝟,1
25620,edu,美志工人數增長調查:當志工有益身心健康,0
25621,tech,《軒轅劍外傳Online》5位正妹代言?SG太正造成誤會在昨日,4
25622,travel,淡水慢活節開幕感受愜意,5
25623,edu,彩繪龍舟瓶中放桌上划,0
25624,edu,廖怡舜、林淵淇,0
25625,sports,老農捐復康巴士完成亡妻遺願,3
25626,politics,政院拚法案拉國會轉播專線,2
25627,politics,力推讀經好處總統:決策時更智慧馬英九總統今天,2
25628,travel,嘉義》漫遊新港單車免費借你,5
25629,travel,中縣》水果之鄉葡萄甜桃迎賓,5
25630,sports,MLB/忍住喪父愴痛,3
25631,sports,中職開幕戰牛猿18日互別苗頭,3
25632,edu,雲科大創設系實習商店開幕雲科大創設系昨,0
25633,tech,軟性防水手機螢幕,4
25634,sports,豪小子旅行團賽事夯球票漲,3
25635,health,購屋年齡北市南市年輕6歲,1
25636,edu,女童吹氣球,0
25637,sports,紐時:電子書商也瘋林書豪,3
25638,tech,春電展/手機即時創作,4
25639,travel,高雄/背包客網站必住名單超夯,5
25640,edu,屏縣表揚38位模父屏東縣政府昨,0
25641,health,大猩猩基因解密與人類相似,1
25642,edu,連年獲頒獎學金,0
25643,edu,韓國發明展,0
25644,edu,吊車撞12車,0
25645,sports,托瑞來台,3
25646,politics,陳保基赴經濟委員會備詢,2
25647,tech,"龍將《第一戰神》今日震撼公測,好禮送不停!",4
25648,health,食用加工紅肉早死風險提高,1
25649,edu,婚紗男,0
25650,politics,不接受0檢出,2
25651,politics,"美牛爭議總統強調絕不犧牲國民健康針對美牛議題,馬英九總統今天",2
25652,travel,極品巴里島》5天10萬元尊貴自由行,5
25653,politics,紀念228遊行,2
25654,travel,苗栗》北濱自行車道賞原始風貌,5
25655,travel,婆娑舞集「車站空間.慢漫行」,5
25656,tech,防網軍攻擊歐盟演習防駭客,4
25657,politics,地制法/合併改制後,2
25658,sports,SBL明星賽》三分球大賽,3
25659,sports,NBA/豪小子:沒有小牛總管就沒有「林來瘋」!,3
25660,edu,課餘手作海報,0
25661,politics,陳菊:作個桶箍,2
25662,politics,電價議題朝野立委盼實質檢討,2
25663,travel,台南/官田菱田成熟了美麗秋收圖,5
25664,sports,"高爾夫》張恩妃鹿兒島單獨領先,盧曉晴落後三桿",3
25665,politics,陳,2
25666,politics,板橋大遠百法樂琪,2
25667,health,《健康充電站》防治攝護腺癌講座,1
25668,edu,收陳光標7萬,0
25669,politics,主導砲擊延坪島,2
25670,tech,《號令天下》之戰國無雙全新登場,4
25671,tech,●,4
25672,politics,尼克教頭..我不擔心衝就對了,2
25673,travel,國父紀念館,5
25674,politics,李應元替「李應元」喬病房,2
25675,tech,3D-IC技術提升晶片整合半導體設計、驗證、製造軟體暨IP廠商新思科技,4
25676,politics,致中召妓?黃睿靚:找個像樣的來爆,2
25677,travel,秋遊步道/東引燈塔:不見燈塔船泊聽霧砲,5
25678,travel,新北市/高砂義勇隊園區櫻花開了,5
25679,tech,米奇、米妮陪你玩!迪士尼即將推出《動物王國大探索》,4
25680,politics,總統:朝野交換意見減少內耗,2
25681,health,物價漲幅1.31%,1
25682,politics,出席競選場合,2
25683,health,媽媽哺乳喝咖啡寶寶一起睡不著!,1
25684,tech,手持裝置的下一代是穿戴式裝置?Google,4
25685,tech,藝文界發聲,4
25686,travel,拚生態觀光,5
25687,health,健康飲食、營養攝取,1
25688,edu,406分,0
25689,tech,陸測反衛星系統恐爆太空競賽,4
25690,health,瘦肉精爭議林鴻池:溝通把關,1
25691,politics,李遠哲率260學者,2
25692,politics,立院新會期召委綠坐6望8,2
25693,tech,天寒地凍渤海結冰,4
25694,politics,政院:收受花籃應節儉兼顧禮俗,2
25695,tech,墾丁發現新花瓣蟹,4
25696,sports,MLB/U-Ball腳踝扭傷,3
25697,health,抽菸可能是精神分裂症的風險因素,1
25698,health,年輕人熬夜、火氣大口腔傷口未癒合竟爆口腔癌,1
25699,edu,國中小教師甄選,0
25700,travel,北海岸新興的百合賞花樂園,5
25701,travel,桃園龍潭/三林村自行車道享單車賞桐趣味,5
25702,health,新版廚政系統,1
25703,edu,明年高普考,0
25704,sports,NBA/「書豪體系」被看穿?,3
25705,health,睡覺做夢有助減輕痛苦記憶,1
25706,tech,,4
25707,travel,阿里山櫻花季三月中接棒鼓吹延時+分流,5
25708,politics,駁斥諷謝報導不實,2
25709,edu,國三生選填高中職延至明截止教育部「齊一公私立高中職,0
25710,sports,建仔簽新約,3
25711,health,疼痛放射發展,1
25712,health,2012緝黑淨白,1
25713,edu,溫送珍捐2百萬鼓勵央大客家學院,0
25714,travel,宜蘭》鶯石尖步道俯瞰迷人龜山島,5
25715,edu,公東高工便利防雨鞋套,0
25716,travel,嘉義/東石魚市場20多個燕窩成觀光特色,5
25717,edu,桃縣頒獎敬老、金婚楷模桃園縣政府於昨,0
25718,sports,球王前球后印地安泉網賽爭衛冕,3
25719,travel,林田山轉型森林遊樂區,5
25720,sports,授予MVP美國職籃NBA執行長史登,3
25721,edu,18般武藝秀活力,0
25722,health,罕見疾病-多發性硬化症發作泡溫泉起身手腳無力,1
25723,tech,不敗傳奇的誕生─BMW,4
25724,politics,年終慰問金明年如何發?,2
25725,health,大腦神經結構可診斷精神疾病,1
25726,health,3個獨立因素增加糖尿病風險,1
25727,politics,市長人選變變變,2
25728,health,泡野溪溫泉染孢子蟲,1
25729,health,東南亞腸病毒升溫出國防感染,1
25730,sports,豪小子新造型塗鴉牆化身神話英雄,3
25731,health,苦!二代健保也漲,1
25732,health,新興寵物小刺蝟夯小心刺蝟毛癬菌找上門,1
25733,sports,萬金石馬拉松1萬2千名跑友與會,3
25734,edu,高市教師節嘉年華為老師打氣,0
25735,edu,湖口中學夫子樂進修,0
25736,travel,十大觀光小城/大甲媽祖民俗文化之旅,5
25737,health,真是首見!,1
25738,politics,政院網站捧吳揆,2
25739,politics,親自面對民眾,2
25740,tech,挪威兇嫌被啟發?,4
25741,politics,運產條例上路,2
25742,travel,嘉義東石/漁人碼頭攬景玩沙去,5
25743,health,克服恐懼,1
25744,travel,北部》陽明山楓香隧道優美動人,5
25745,sports,SBL-簡浩3分彈無虛發射下單周最佳球員,3
25746,politics,批政府「頭殼壞去」,2
25747,politics,中山樓與青,2
25748,sports,NBA/豪小子第二節大活躍,3
25749,politics,鄉鎮市代轉有給職,2
25750,tech,Google開始透過Play,4
25751,health,活禽宰殺有疑慮,1
25752,politics,邀藍綠立委談財劃法,2
25753,travel,U-bike單日租借破萬,5
25754,travel,迎曙光/阿里山訂房爆花東也沾「光」,5
25755,sports,<印地安泉網賽>痛宰地主選手,3
25756,sports,中縣/綠火力全開,3
25757,travel,阿里山》創意工藝家為部落寫傳奇,5
25758,sports,豪瓜不連線,3
25759,health,葉菜硝酸鹽危機環團籲重視,1
25760,sports,"高爾夫》老虎終於贏了,帕瑪邀請賽五桿封王!",3
25761,edu,建校首次劍橋大學發行債券,0
25762,travel,宜蘭》梅花湖靈秀動人夜景更美麗,5
25763,tech,《新神之領域》揭開「心靈之絆」內在底蘊,4
25764,health,台南爆食物中毒,1
25765,tech,日本第一條冰河,4
25766,politics,兒少團體震驚直呼心痛,2
25767,politics,薛健婉參選遭官方逼辭教職,2
25768,sports,尼克慢熱,3
25769,travel,4大暢快玩法/海泳:龍洞四季灣,5
25770,health,整形留十元硬幣疤,1
25771,tech,北韓發射飛彈全民挨餓一年,4
25772,travel,花蓮/玉里大地花園更富視覺之美,5
25773,edu,10K方案媒合率列評鑑,0
25774,edu,家長控師,0
25775,tech,美請中國施壓北韓棄射火箭,4
25776,health,營養師教你吃對食物輕鬆減重,1
25777,edu,特教法三讀,0
25778,edu,成年人換姓,0
25779,sports,「財神廟之旅」夯!朋友揪團盼中樂透,3
25780,health,發病勿拖,1
25781,travel,桃園/三坑自然生態公園欣賞遠山溪流風光,5
25782,sports,中華職棒/統一獅3球星,3
25783,travel,陽明山、武陵、九族賞花的路塞爆,5
25784,politics,火力全開!蔣友柏:政府唯一的幫助是把景氣搞壞了,2
25785,edu,三高中廣族群,0
25786,politics,代表女王出訪哈利抵牙買加,2
25787,sports,決戰大台北,3
25788,health,流感病毒入侵,1
25789,sports,建仔16日對洋基前隊友好期待,3
25790,edu,苗栗》免仲介費,0
25791,sports,談技職教育,3
25792,edu,南榮國中體育館老舊,0
25793,edu,國際數學競賽台生8金12銀10銅,0
25794,health,防檢局長許天來疑隱匿疫情請辭獲准,1
25795,health,蘭陽首例/大腸癌前病變,1
25796,edu,半百夫妻,0
25797,tech,宏達電推OneX+性價比吸睛,4
25798,edu,輔導受虐兒,0
25799,health,美媒捏造富士康是血汗工廠,1
25800,edu,楊秋興提政見,0
25801,politics,礁溪鄉長補選民進黨林錫忠險勝,2
25802,health,青光眼好發中老年族群,1
25803,sports,MLB/紅襪3A奪冠後,3
25804,edu,保母登記制擬103年底上路,0
25805,edu,《農夫羅傑》作物與孩子,0
25806,edu,102學年二技統測簡章出爐102學年度二技統一入學測驗簡章今天,0
25807,sports,仰攻球王麥克羅伊再衝鋒,3
25808,travel,台北平溪/染布、美食體驗享受生活情趣,5
25809,tech,北韓發射在即日全天候警戒,4
25810,edu,立委評鑑,0
25811,edu,常和父親說話兒童較快樂,0
25812,edu,智障孝女偷錢籌父母醫藥費,0
25813,politics,二代健保才拍板,2
25814,sports,歐冠足16強國米、拜仁雙敗,3
25815,tech,《凡人修真》3月14日首創「仙魔大戰」全亞激烈開戰修仙類網頁遊戲《凡人修真》於今,4
25816,politics,林來瘋延燒,2
25817,sports,夏都要提升外國旅客住房至1成,3
25818,edu,《基測衝刺社會科》廢死與霸凌,0
25819,sports,阿諾帕瑪賽伍茲終結冠軍荒,3
25820,health,台中市肺炎疫苗接種踴躍,1
25821,edu,留外回台考醫照門檻,0
25822,sports,UBL》賽事落幕,3
25823,tech,《闇三國Online》3月29日群雄爭霸強勢登場,4
25824,travel,台中/「與克萊爾有約」地中海美味,5
25825,health,美元兌日圓升至近11個月高鋒,1
25826,edu,大人撿包包...沒錢就不管,0
25827,travel,集集力拼十大觀光小城,5
25828,health,驗尿批八字可驗生男生女?,1
25829,politics,"史亞平調職惹議外交部:多是臆測媒體大幅報導駐新加坡代表史亞平異動一事,外交部發言人章計平今天",2
25830,sports,美作家爆料尼克原想裁林書豪,3
25831,politics,綠基層:罷免嘸採工應另闢戰場,2
25832,travel,高雄/攻佔女性族群方型泡芙減糖40%,5
25833,health,國光劇團新作魏海敏挑戰艷后,1
25834,politics,防綠罷免立委,2
25835,health,出現上腹痛、疲倦速就醫高血脂患者若正在服用「史他汀」,1
25836,health,司機荒千輛遊覽車嘸人駛,1
25837,edu,賴清德慰問孝行獎吳祺峰台南縣長蘇煥智與民進黨台南市長參選人賴清德昨,0
25838,sports,蒞臨台商展宏第一夫人謝援助,3
25839,tech,《萬神之怒》3月眾多改版項目公布,4
25840,sports,NBA/火箭下半場「奇襲轟炸」,3
25841,travel,南投/拋接路牌集集線吸引鐵道迷,5
25842,tech,完美世界公布2D回合新作《夢幻誅仙2》近期將展開測試完美世界,4
25843,health,一杯珍奶23顆糖,1
25844,politics,離婚爭子私攜出國夫家吃重罪,2
25845,edu,不滿2學長糾正,0
25846,sports,職撞年度總冠軍賽/保送落空,3
25847,health,沙塵來襲老人小孩少出門,1
25848,travel,嘉義》阿將的家民宿創意風情,5
25849,tech,《新楓之谷》第二波「聯軍進擊」重量登場!「皇家騎士團」、「冒險家」全力開戰!,4
25850,politics,扁家喊窮卻買名車,2
25851,tech,蘋果執行長首度訪陸行程滿檔蘋果公司,4
25852,edu,教育力排名,0
25853,tech,70萬字愛情史詩現身神秘古國,4
25854,health,研究:農藥除蟲間接害慘蜜蜂,1
25855,edu,外公走失,0
25856,travel,賽德克•巴萊/原鄉奇幻旅程帶動觀光熱,5
